"symbol","lower_price","higher_price","lower_size","higher_size"
"PSFF","286057","287800",1,3151
"PSFJ","286400","286600",6,1000
"PSFM","290400","290400",300,300
"PSFO","281900","281900",1000,3154
"PSH","508900","510500",1,2000
"PSHG","18800","20000",1,2798
"PSI","561100","593300",1,10850
"PSIG","7800","8829",1,1600
"PSIL","78400","84200",1,611
"PSK","358110","361099",1,13288
"PSL","987400","1021288",1,167
"PSLV","105200","109500",1,46179
"PSMD","285500","285650",5,5
"PSMJ","278735","279019",2,12176
"PSMO","271300","271300",5,5
"PSMR","272800","273600",1,4305
"PSMT","887400","917100",1,24677
"PSN","1013200","1071700",1,48000
"PSNL","46800","54900",1,29514
"PSNY","17150","18900",1,250000
"PSNYW","3000","3300",1,25521
"PSO","135600","139700",1,3096
"PSP","683400","800000",1,1000
"PSQ","389100","396300",1,62956
"PSQA","200950","201300",1,50000
"PSQH","22600","25400",1,4310
"PSQH+","1641","2076",100,800
"PSQO","200700","201500",1,13400
"PSR","973700","994200",1,381
"PST","215512","217600",1,1000
"PSTG","490200","520000",1,59818
"PSTL","145000","148200",1,28829
"PSTP","314523","315630",3,2380
"PSTR","273870","275000",1,2525
"PSTV","15100","19350",1,19500
"PSTX","26000","37999",1,128087
"PSWD","321200","325800",1,301
"PSX","1244881","1336200",1,171700
"PT","10200","10800",1,493
"PTA","208700","210156",1,9100
"PTBD","205901","207000",1,25583
"PTC","1762100","1888000",1,135120
"PTCT","361300","386200",1,285243
"PTEC","339600","342100",1,300
"PTEN","74432","80150",1,1167924
"PTEU","279200","283000",1,1024
"PTF","628400","649300",1,1600
"PTGX","434900","472000",1,97842
"PTH","455001","466800",1,3500
"PTHL","45850","62600",1,8300
"PTIN","310450","312500",1,5104
"PTIR","349000","368000",1,2833
"PTIX","5692","6448",1,10000
"PTIXW","90","90",100,31900
"PTL","2055700","2140600",1,1468
"PTLC","522363","527000",1,14309
"PTLO","128435","136200",1,106398
"PTMC","369400","374120",1,33318
"PTMN","181000","185000",1,4169
"PTN","6800","11000",1,21100
"PTNQ","730000","737500",1,4587
"PTON","47500","52400",1,491500
"PTPI","3300","3900",1,13000
"PTRB","427501","429600",1,8650
"PTSI","172100","182950",1,3543
"PTVE","115600","121888",1,65795
"PTY","143900","144800",1,19944
"PUBM","142200","150500",1,36700
"PUI","397350","403490",1,5000
"PUK","178000","189600",1,200000
"PULM","20001","22200",1,1700
"PULS","497600","498100",1,316741
"PULT","506700","507000",1,4174
"PUMP","72710","78100",1,70043
"PUSH","505050","505400",1,100
"PUTD","232612","234100",1,25
"PUTW","330100","332300",1,33771
"PVAL","375900","380600",1,26551
"PVBC","106100","110699",1,5981
"PVH","960000","1012000",1,169449
"PVI","247300","248300",1,3500
"PVL","15300","16900",1,32000
"PW","6800","8400",1,6458
"PW-A","31000","34400",2,33
"PWB","980000","996466",1,1800
"PWER","287793","288600",1,173
"PWM","7512","9200",1,9999
"PWOD","227950","241450",1,1063
"PWP","190800","197400",1,34150
"PWR","2850000","3065700",1,130500
"PWS","316100","317300",1,290
"PWSC","227900","228500",1,127855
"PWUPU","114100","116100",50,344
"PWUPW","251","400",99,1800
"PWV","567500","584400",1,4196
"PWZ","250191","251926",1,10000
"PX","107700","110400",1,10000
"PXDT","18000","24800",1,3347
"PXE","289500","298000",1,4000
"PXF","521400","528900",1,96280
"PXH","215000","224701",1,23238
"PXI","421100","431800",1,1400
"PXJ","279900","289700",1,615
"PXLW","6724","7400",1,120200
"PXS","50500","51500",1,5000
"PXSAP","250600","251000",5,80
"PXSAW","7600","10100",1,1422
"PY","496350","501499",1,1226
"PYCR","136900","141900",1,73360
"PYLD","266000","266900",1,81916
"PYN","62110","62700",1,1600
"PYPD","34500","37400",1,700
"PYPL","701000","820053",1,973822
"PYPY","184300","193000",1,2400
"PYT","235000","235000",87,96
"PYXS","34518","38200",1,50000
"PYZ","955701","970800",1,823
"PZA","240500","241700",1,42680
"PZC","74000","74700",1,2455
"PZG","3824","4500",1,60200
"PZT","232600","235599",1,5781
"PZZA","497500","540000",1,90267
"QABA","520300","528773",1,1822
"QAI","320500","321630",1,29970
"QARP","516300","521300",1,138
"QAT","182300","184300",1,2367
"QBER","247800","251800",1,6194
"QBTS","9330","10700",1,50000
"QBTS+","879","1031",3,9700
"QBUF","252300","255900",1,11547
"QBUL","252300","253099",1,3860
"QCAP","215600","216110",28,2313
"QCJL","203900","205000",1,1900
"QCLN","349500","371300",1,3263
"QCLR","301000","304400",1,4
"QCOM","1667800","1826292",1,1335197
"QCON","447300","449500",1,346
"QCRH","721801","746500",1,10511
"QD","18600","21000",1,104493
"QDCC","254600","255700",1,1
"QDEC","266300","267869",1,2760
"QDEF","710500","714790",1,3972
"QDEL","428100","459800",1,161112
"QDF","711310","717288",1,15962
"QDIV","359620","364984",1,1972
"QDPL","380000","395100",1,114985
"QDTE","423995","430000",1,11750
"QDVO","252500","258700",1,5000
"QEFA","798744","815200",1,5293
"QEMM","635050","642300",1,113
"QETA","103900","104000",1,300
"QETH","261300","273200",1,1300
"QFIN","237003","297982",1,401600
"QFLR","272800","288850",1,48601
"QGEN","444900","460800",1,47500
"QGRO","905719","950000",1,5855
"QGRW","453476","461700",1,12738
"QH","12500","16700",1,17300
"QHDG","253500","255785",3,295
"QHY","460900","463400",1,2200
"QID","352099","365200",1,45673
"QIG","456900","458899",1,20601
"QINT","516150","521500",1,3712
"QIPT","27600","28900",1,26263
"QIS","245300","248200",1,710
"QJUN","269400","271600",1,3000
"QLC","646430","650400",1,78038
"QLD","997200","1033200",1,220000
"QLGN","1650","1745",1,11800
"QLTA","489910","492900",1,2894
"QLTY","324701","329000",1,9000
"QLV","661507","665700",1,845
"QLVD","288000","290163",1,117
"QLVE","274400","277050",1,250
"QLYS","1233400","1331700",1,54560
"QMAG","202750","203400",5,27173
"QMAR","285400","287200",1,6659
"QMCO","30900","36000",1,6500
"QMID","274800","277050",1,500
"QMMM","59500","68350",1,25687
"QMMY","208900","209501",1,1000
"QMOM","635300","647500",1,1141
"QNCX","7500","8018",1,19181
"QNRX","5130","5495",1,6730
"QNST","175500","198300",1,63113
"QNTM","35823","39700",1,5600
"QOMO","115000","117500",8,800
"QOWZ","319300","323700",1,620
"QPFF","383000","384895",1,1846
"QPX","353200","355150",1,1318
"QQA","486000","491900",1,631
"QQEW","1243000","1279599",1,46000
"QQH","626619","637500",1,50095
"QQJG","234199","237200",1,188
"QQMG","333200","339000",1,764
"QQQ","4544756","5329100",1,620592
"QQQA","430100","449300",1,500
"QQQD","193900","197350",1,180
"QQQE","896715","916707",1,14617
"QQQG","207252","211100",1,1000
"QQQI","510700","516127",1,18090
"QQQJ","299900","305700",1,114285
"QQQM","1995400","2033900",1,380023
"QQQN","310500","314080",1,17452
"QQQS","265300","272600",1,240
"QQQT","192800","197940",1,1373
"QQQU","344400","380900",1,1347
"QQQW","248500","265721",1,106291
"QQQX","247000","252800",1,10675
"QQQY","361315","369800",1,5954
"QQXT","910000","934733",1,579
"QRFT","532010","536988",1,753
"QRHC","84500","90000",1,7837
"QRMI","169000","170300",1,2000
"QRTEA","6006","6263",1,145000
"QRTEB","36700","42800",1,325
"QRTEP","423561","442200",1,5604
"QRVO","1014600","1062800",1,333643
"QS","56400","62400",1,61514
"QSG","18020","20800",1,8009
"QSI","8800","9800",1,35361
"QSIAW","866","899",2,1000
"QSIG","487877","489400",1,456
"QSIX","320000","328700",1,500
"QSML","268350","273000",1,1000
"QSPT","266840","269900",1,20255
"QSR","693000","719200",1,35520
"QSWN","222995","223500",100,1286
"QTAP","357711","359757",2,169
"QTEC","1886900","1953300",1,58859
"QTI","6000","7570",1,10000
"QTJA","243100","244000",1,733
"QTJL","308471","310274",1,370
"QTOC","278900","279700",50,16163
"QTR","302900","304800",1,100
"QTRX","122100","137800",1,89502
"QTTB","433100","470000",1,5292
"QTUM","624150","640800",1,4430
"QTWO","768500","802900",1,74117
"QUAD","45500","47700",1,2929
"QUAL","1750000","1813600",1,24215
"QUBT","6500","7144",1,31300
"QUIK","75700","81600",1,34953
"QULL","493450","493450",1,1
"QURE","47200","51900",1,36387
"QUS","1566550","1577999",1,4585
"QUVU","259300","262700",1,1000
"QVAL","456700","464800",1,2294
"QVCC","130000","138000",1,800
"QVCD","133400","136400",1,3000
"QVML","338250","339550",1,806
"QVMM","287800","290900",1,543
"QVMS","269901","275300",1,15
"QVOY","270900","281999",1,6076
"QWLD","1285000","1293800",1,850
"QXO","150000","158300",1,110819
"QXQ","260700","264000",1,900
"QYLD","179800","180500",1,83055
"QYLE","272500","274400",1,50
"QYLG","318800","325000",1,2564
"R","1435000","1509800",1,6030
"RA","136000","140000",1,8279
"RAAX","289001","291800",1,1567
"RACE","4700000","4838000",1,2700
"RAFE","369500","373100",1,600
"RAIL","93800","103400",1,17053
"RAMP","248000","257000",1,16514
"RAND","162701","172600",1,1200
"RANI","20000","21600",1,3000
"RAPP","199450","222400",1,16624
"RAPT","17400","20500",1,19197
"RARE","533700","577900",1,69691
"RATE","173750","176000",1,531
"RAVE","17400","23800",1,13200
"RAVI","755900","756500",1,29405
"RAY","18100","19500",1,2500
"RAYA","6210","7380",1,871
"RAYC","137200","152100",1,3000
"RAYD","308400","312300",1,200
"RAYE","269700","271350",1,700
"RAYJ","276501","311400",1,300
"RAYS","104800","110000",1,10800
"RBA","799300","822300",1,46753
"RBB","226086","231800",1,7297
"RBBN","31500","33600",1,50009
"RBC","2972000","3075000",1,198405
"RBCAA","628016","656100",1,4102
"RBCP","1327951","1357400",1,450000
"RBKB","89700","94500",1,1000
"RBLD","672800","678500",1,121
"RBLX","437600","485100",1,315150
"RBOT","53000","58100",1,700
"RBOT+","470","470",25,88
"RBRK","303400","323300",1,487958
"RBUF","260800","261700",1,300
"RC","77500","79735",1,19585
"RCAT","23400","26356",1,67121
"RCB","244701","245300",1,729
"RCC","244200","246700",1,309
"RC-C","193100","197227",2,100
"RC-E","195600","197200",1,1524
"RCEL","103000","109350",1,12073
"RCFA","114500","114600",7500,40700
"RCG","20000","21200",1,1400
"RCI","380800","410200",1,66345
"RCKT","174000","191500",1,136582
"RCKTW","666","749",4,5574
"RCKY","303500","326200",1,9443
"RCL","1770000","1899988",1,342028
"RCM","141400","141800",1,568536
"RCMT","202100","206800",1,2524
"RCON","26000","32400",1,10017
"RCRT","22300","25500",1,500
"RCS","74400","77600",1,5790
"RCUS","152211","157400",1,5600
"RDCM","98301","103900",1,1691
"RDDT","657100","695000",1,750000
"RDFI","250200","259500",1,42558
"RDFN","119300","133500",1,430981
"RDHL","85700","96800",1,3000
"RDI","14400","16379",1,3475
"RDIB","74000","89000",1,1000
"RDIV","469500","517300",1,4000
"RDN","342400","352300",1,519504
"RDNT","686200","734000",1,166450
"RDOG","416800","421400",1,618
"RDTE","440600","453000",1,3350
"RDUS","187741","195850",1,45438
"RDVI","243200","250000",1,16400
"RDVT","283400","300500",1,4229
"RDVY","566300","593800",1,151453
"RDW","67100","73500",1,53122
"RDW+","11300","13200",1,500
"RDWR","215400","225000",1,19817
"RDY","794200","807799",1,1439
"RDZN","12100","14200",1,19404
"RDZNW","626","657",2,100
"REAI","226749","232900",1,100
"REAL","30500","33700",1,492601
"REAX","55000","58800",1,64843
"REBN","30000","32996",1,5000
"RECS","337369","340000",1,112908
"RECT","30600","32000",1,600
"REE","60000","79228",1,17028
"REET","263200","270800",1,93633
"REFI","155000","161525",1,6901
"REFR","21800","23500",1,3000
"REG","703845","726900",1,328470
"REGCO","238500","245554",1,1200
"REGCP","251000","253400",1,500
"REGL","808900","822539",1,1594
"REGN","10271500","10844000",1,121150
"REI","15600","16900",1,182356
"REIT","287500","303900",1,900
"REK","160550","163000",1,617
"REKR","11800","12600",1,30600
"REKT","263000","271800",1,800
"RELI","21500","23400",1,5468
"RELIW","318","588",1,8273
"RELL","119100","125500",1,23231
"RELX","475500","484700",1,25000
"RELY","135000","141700",1,147909
"REM","233133","243300",1,60941
"REMX","427100","467600",1,63047
"RENB","4510","5299",1,17500
"RENE","114600","114800",1,16500
"RENEW","600","600",19,197
"RENT","94459","104885",1,1500
"RENW","131488","131800",1,250
"REPL","110300","115000",1,114122
"REPX","263150","272700",1,2000
"RERE","22500","26200",1,61800
"RES","60650","63400",1,86358
"RETL","90840","98100",1,9388
"RETO","12200","13300",1,2181
"REVB","7690","9300",1,25002
"REVBW","118","160",1,22441
"REVG","261100","276800",1,46600
"REVS","250160","255000",1,891
"REW","107100","111000",1,2700
"REX","441200","465600",1,8233
"REXR","486000","525400",1,113301
"REXR-B","237100","243300",1,547
"REXR-C","236100","240600",1,600
"REYN","307000","321600",1,886716
"REZ","863100","918820",1,162238
"REZI","188100","203800",1,6286
"RF","225900","232550",1,192419
"RFAI","101240","101400",9,1340
"RFAIR","602","671",100,1000
"RFAIU","103900","104400",1,89
"RF-C","249200","254000",1,3580
"RFCI","229350","229424",1,148
"RFDA","547100","550640",1,644
"RFDI","677000","682300",1,500
"RF-E","193000","196900",1,2400
"RFEM","694400","700700",1,4963
"RFEU","665650","688500",1,223
"RF-F","261301","264600",1,10000
"RFFC","575372","577500",1,233
"RFG","486800","495300",1,2200
"RFI","128500","130999",1,2520
"RFIL","35301","37500",1,3510
"RFL","18000","19600",1,2400
"RFLR","253595","256200",1,628
"RFM","162100","164000",1,5000
"RFMZ","144400","145050",1,22200
"RFV","1174600","1192400",1,1932
"RGA","2150000","2206700",1,5741
"RGC","54000","61904",1,1617
"RGCO","210600","227400",1,2268
"RGEN","1400200","1499300",1,133154
"RGF","3500","7350",1,64612
"RGLD","1405500","1487400",1,147037
"RGLS","15500","17010",1,23218
"RGNX","104850","112350",1,77773
"RGP","93000","97000",1,60603
"RGR","414645","427500",1,7655
"RGS","253600","292800",1,2100
"RGT","115100","118100",1,2797
"RGTI","7350","8465",1,149200
"RGTIW","819","920",50,10101
"RH","3358800","3470000",1,5000
"RHE","17500","17800",1,1150
"RHE-A","4201","5100",1,60
"RHI","657900","686600",1,4594
"RHP","1069000","1115988",1,27621
"RHRX","157800","157861",41,100
"RICK","440500","467100",1,9079
"RIET","110100","114600",1,5400
"RIG","41300","44200",1,264245
"RIGL","156700","172600",1,27192
"RIGS","232000","237950",1,46507
"RILY","49300","55600",1,67920
"RILYG","117000","131300",1,7572
"RILYK","168197","179500",1,1100
"RILYL","77700","88000",1,1861
"RILYM","208600","219700",1,5000
"RILYN","121801","130200",1,1575
"RILYP","75200","85250",1,2000
"RILYT","95600","101500",1,3200
"RILYZ","84100","88650",1,5000
"RIME","4800","5986",1,13200
"RINC","241180","244700",1,2150
"RINF","320160","321700",1,1097
"RING","335000","357800",1,45700
"RIO","676700","714800",1,85000
"RIOT","75200","80700",1,1335678
"RISN","268700","270800",1,24714
"RISR","335501","341600",1,17127
"RITA","206412","218126",1,10
"RITM","112200","114200",1,1551307
"RITM-A","253900","254700",1,2000
"RITM-B","252750","254250",1,10000
"RITM-C","240101","242750",1,2100
"RITM-D","241000","242600",1,3800
"RITR","45500","51900",1,8200
"RIV","125100","129400",1,3970
"RIV-A","243600","248000",1,740
"RIVN","109500","118400",1,1020605
"RJF","1220000","1253900",1,10998
"RJF-B","251400","252594",19,1000
"RJMG","233650","235850",1,96
"RKDA","26800","28400",1,3500
"RKLB","85300","102900",1,2498310
"RKT","187300","198900",1,41557
"RL","1786400","2003196",1,20696
"RLAY","71298","77700",1,1579579
"RLGT","62200","65650",1,10309
"RLI","1519000","1550000",1,34800
"RLJ","94000","96700",1,105400
"RLJ-A","260100","266300",1,3000
"RLMD","31601","36000",1,8229
"RLTY","167100","172700",1,7800
"RLX","16650","19400",1,261000
"RLY","285817","288496",1,7124
"RLYB","10940","11700",1,2000
"RM","313500","335300",1,7278
"RMAX","120250","131100",1,5855
"RMBI","125700","129900",1,1000
"RMBL","42100","49500",1,10123
"RMBS","395100","429500",1,438989
"RMCF","19600","20300",1,500
"RMCO","8500","9604",1,500
"RMCOW","52","148",47,22800
"RMD","2350000","2466500",1,111338
"RMI","162195","164200",1,7000
"RMIF","252703","253617",107,1057
"RMM","158700","163300",1,11000
"RMMZ","161000","163200",1,3633
"RMNI","18700","21400",1,33179
"RMNY","253392","253392",1800,1800
"RMOP","257900","258500",1,33705
"RMPL-","251797","251899",70,200
"RMR","246900","252450",1,14487
"RMT","95400","97010",1,5000
"RMTI","35400","38800",1,32092
"RNA","410000","470000",1,251225
"RNAC","159100","175000",1,6724
"RNAZ","5050","7300",1,116292
"RND","232000","234699",1,100
"RNEM","553610","558900",1,400
"RNEW","251600","255950",1,100
"RNG","300000","315700",1,30818
"RNGR","112950","118950",1,2514
"RNLX","2600","2800",1,29400
"RNP","231200","236000",1,5000
"RNR","2618200","2721400",1,16600
"RNR-F","249000","250800",1,900
"RNRG","106000","109000",1,1478
"RNR-G","187000","189700",1,3500
"RNSC","298200","302100",1,100
"RNST","318400","325500",1,36672
"RNW","61500","65900",1,428849
"RNWWW","3230","3934",8,1200
"RNWZ","250702","251200",1,5
"RNXT","9900","11300",1,10000
"ROAD","686000","724399",1,38172
"ROAM","257765","259690",1,935
"ROBO","556800","579388",1,4723
"ROBT","426900","444400",1,13000
"ROCK","683000","715600",1,30914
"ROCL","111800","112500",1,1
"ROCLW","399","420",1,350
"RODE","300900","301600",1,100
"RODM","303000","308499",1,4995
"ROE","306808","308721",1,1013
"ROG","1048900","1116988",1,1568
"ROIC","154450","157150",1,168365
"ROIV","114200","119300",1,876000
"ROK","2510000","2790000",1,37887
"ROKT","498900","508150",1,500
"ROKU","717300","760100",1,235630
"ROL","497150","510188",1,145304
"ROM","663800","690000",1,2500
"ROMA","5900","7400",1,13900
"ROMO","312900","315600",1,251
"ROOF","219800","223200",1,1165
"ROOT","371300","400000",1,13168
"ROP","5450000","5580500",1,84558
"RORO","173650","174450",1,3105
"ROSC","432100","437100",1,102
"ROST","1511500","1544300",1,275764
"ROUS","514500","519300",1,39355
"RPAR","204300","207300",1,125000
"RPAY","79400","82700",1,80683
"RPD","353200","399900",1,95704
"RPG","390200","397500",1,4200
"RPHM","15500","17500",1,9600
"RPHS","103200","104200",1,7092
"RPID","8542","9400",1,8000
"RPM","1209900","1251400",1,24877
"RPRX","275600","285900",1,521039
"RPTX","33800","35900",1,9250
"RPV","875500","896450",1,22820
"RQI","139300","141700",1,19679
"RR","8299","10300",1,100000
"RRAC","114800","115550",1,500
"RRAC+","2800","3625",8,4900
"RRBI","506500","523900",1,1747
"RRC","296500","314700",1,30000
"RRGB","42725","47000",1,14000
"RRR","530000","559900",1,136435
"RRX","1648300","1733900",1,12390
"RS","2874600","2941300",1,1669
"RSBT","181700","185000",1,2591
"RSBY","195800","198300",1,2593
"RSEE","314500","316800",1,792
"RSF","151800","153999",1,1387
"RSG","1990000","2051420",1,166400
"RSHO","376000","380400",1,36583
"RSI","105300","109750",1,563021
"RSJN","320800","322800",3,600
"RSKD","45500","48500",1,18500
"RSLS","54100","62600",1,5000
"RSP","1768100","1803765",1,417883
"RSPA","514501","520900",1,300
"RSPC","322400","327900",1,85157
"RSPD","449000","527000",1,5650
"RSPE","273400","275694",2,992
"RSPF","673600","692200",1,6040
"RSPG","744300","765100",1,2165
"RSPH","317000","324050",1,57622
"RSPM","372099","379100",1,5838
"RSPN","503300","513211",1,3300
"RSPR","375100","380500",1,5895
"RSPS","320000","326800",1,2300
"RSPT","371000","385500",1,42000
"RSPU","674701","684900",1,9393
"RSSB","248600","261693",1,4071
"RSSE","199800","201200",30,2004
"RSSL","864900","878992",1,500
"RSSS","26800","28500",1,2125
"RSST","244900","252465",1,21745
"RSSY","203601","206500",1,2449
"RSVR","75100","79600",1,5036
"RTAI","225400","225400",100,100
"RTC","76510","82000",1,1850
"RTH","2167600","2189858",1,1272
"RTO","252500","260000",1,50573
"RTRE","261199","261400",4,300
"RTX","1163964","1218800",1,1006000
"RULE","218000","218700",1,2126
"RUM","51900","54600",1,58550
"RUMBW","10400","12400",1,6370
"RUN","182200","194500",1,586466
"RUNN","331500","335500",1,1642
"RUSHA","522000","557400",1,1899514
"RUSHB","469906","497685",1,5501
"RVER","265800","270700",1,10000
"RVLV","244800","265000",1,20000
"RVMD","436900","458000",1,137001
"RVMDW","1000","1360",4,4691
"RVNC","52550","55900",1,216240
"RVNU","260500","262000",1,1913
"RVP","7096","7810",1,6326
"RVPH","12600","14500",1,100000
"RVPHW","1498","1898",1,500
"RVSB","46400","49100",1,4583
"RVSN","3750","5700",1,41926
"RVSNW","482","482",100,200
"RVT","154500","157100",1,11434
"RVTY","1220900","1280000",1,50098
"RVYL","11600","13300",1,4700
"RWAY","100100","104000",1,9120
"RWAYL","250000","251699",11,1000
"RWAYZ","252000","253899",1,779
"RWJ","448600","463890",1,7220
"RWK","1145700","1175299",1,19075
"RWL","971200","984199",1,30014
"RWM","187787","191300",1,90000
"RWO","473026","479095",1,19959
"RWR","1050000","1076100",1,187500
"RWT","76500","78200",1,46781
"RWT-A","256200","258460",1,900
"RWTN","250600","253500",2,1164
"RWTO","250400","256250",1,1000
"RWX","276700","280788",1,2700
"RXD","94301","96405",1,1200
"RXI","1768500","1792700",1,175
"RXL","1094300","1120000",1,740
"RXO","272000","286300",1,289500
"RXRX","68000","74900",1,2314534
"RXST","476600","508600",1,46976
"RXT","24000","26500",1,56010
"RY","1235500","1249200",1,126856
"RYAAY","1126100","1290000",1,54755
"RYAM","84500","89200",1,16300
"RYAN","655300","675000",1,17900
"RYDE","6399","11500",1,50000
"RYI","190500","203100",1,20440
"RYLD","160200","162099",1,303422
"RYLG","257600","265000",1,500
"RYN","311700","325100",1,266986
"RYSE","219925","227200",4,63
"RYTM","506400","534400",1,48700
"RZB","251000","252700",1,1273
"RZC","264700","271200",1,2700
"RZG","509200","518300",1,1950
"RZLT","47200","51400",1,25000
"RZLV","69000","90000",1,11128
"RZLVW","1220","1948",1,50000
"RZV","1081781","1106513",1,1000
"S","235200","246999",1,26030
"SA","171400","181450",1,320795
"SAA","265858","274820",1,2720
"SABA","83318","84600",1,3000
"SABR","33800","37800",1,908357
"SABS","24500","29000",1,4500
"SABSW","380","442",1,5000
"SACC","249400","249900",1,800
"SACH","24000","26500",1,17941
"SACH-A","212500","214999",1,568
"SAEF","264300","267500",1,616
"SAFE","261600","269600",1,14900
"SAFT","810500","834400",1,10297
"SAGE","68400","75000",1,77082
"SAGP","299500","302700",1,750
"SAH","563500","599450",1,27071
"SAIA","4251000","4614550",1,48997
"SAIC","1341800","1389200",1,79474
"SAIH","6930","8149",1,27816
"SAIHW","1555","1555",10,10
"SAJ","252500","254500",1,922
"SAM","2675000","2850574",1,4800
"SAMG","166600","172200",1,3746
"SAMM","265000","267800",5,800
"SAMT","275750","277798",2,1198
"SAN","51000","51900",1,98134
"SANA","37600","44500",1,295489
"SAND","60300","64000",1,44514
"SANG","53700","57400",1,1203
"SANM","676300","700300",1,74810
"SANW","2298","2872",1,8612
"SAP","2232900","2298500",1,17861
"SAR","229684","238000",1,15751
"SARK","254300","271900",1,24000
"SASR","302700","317800",1,47579
"SAT","245201","247500",1,1671
"SATL","9617","10900",1,8178
"SATLW","401","401",200,200
"SATO","151800","164100",1,500
"SATS","252500","300888",1,140416
"SATX","6900","7400",1,800
"SAUG","232500","234590",2,1906
"SAVA","261000","321500",1,50794
"SAVE","23400","25300",1,94481
"SAWG","197499","197750",25,50
"SAWS","196000","197099",1,764
"SAY","252501","254100",1,344
"SAZ","255600","257079",3,1010
"SB","50000","52350",1,23416
"SBAC","2343200","2404000",1,115000
"SBB","145718","147999",1,300
"SBBA","251601","252500",1,400
"SBC","74600","103200",1,16995
"SB-C","257100","257800",1,42
"SBCF","260700","266204",1,142554
"SBCWW","1565","2399",1,10000
"SB-D","256100","258730",1,1000
"SBET","6958","8078",1,4177
"SBEV","2315","2596",1,21000
"SBEV+","100","101",100,1200
"SBFG","184100","203607",1,1224
"SBFM","28501","32700",1,3020
"SBFMW","1451","2000",1,2250
"SBGI","147300","154200",1,61748
"SBH","131700","136250",1,7800
"SBI","81300","81900",1,6070
"SBIO","365600","380900",1,900
"SBIT","289400","317500",1,42491
"SBLK","227100","238500",1,98271
"SBND","188106","188296",1,1000
"SBR","593201","618400",1,2000
"SBRA","183057","189800",1,349839
"SBS","165200","170300",1,47740
"SBSI","325000","360000",1,29248
"SBSW","43500","45500",1,200105
"SBT","46100","47500",1,10854
"SBUX","944500","991500",1,1173687
"SBXC","106600","111900",1,1700
"SBXC+","1100","1100",91,909
"SBXD=","100200","100300",11,113599
"SCAP","356300","361000",1,420
"SCC","116700","118900",1,500
"SCCC","246950","249400",1,847
"SCCD","220501","222700",1,1200
"SCCE","217300","221000",1,1000
"SCCF","224109","227200",1,410
"SCCG","228600","233900",1,600
"SCCO","1112700","1225300",1,150000
"SCD","171700","177717",1,2423
"SCDL","405050","406000",1,2
"SCDS","545057","549000",1,100
"SCE-G","213500","215724",1,1077
"SCE-H","245800","251200",1,1074
"SCE-J","235700","239500",1,50000
"SCE-K","248001","251000",1,4100
"SCE-L","205300","207403",1,57000
"SCE-M","268800","272200",1,1359
"SCE-N","266500","269225",1,100000
"SCHA","496800","519000",1,41139
"SCHB","660000","669900",1,65305
"SCHC","379600","389450",1,37979
"SCHD","833700","850368",1,793713
"SCHE","285900","300000",1,360000
"SCHF","406600","420000",1,76493
"SCHG","1032000","1054900",1,35645
"SCHH","218926","235800",1,65100
"SCHI","460000","462599",1,70909
"SCHJ","495500","497000",1,4682
"SCHK","548100","555000",1,14165
"SCHL","296500","341800",1,60547
"SCHM","799800","847500",1,19003
"SCHO","489601","490981",1,31518
"SCHP","532001","539000",1,69592
"SCHQ","347600","355500",1,107561
"SCHR","505100","507500",1,260000
"SCHV","783800","815800",1,40000
"SCHW","635455","733073",1,463482
"SCHW-D","253100","255800",1,4400
"SCHW-J","224000","225986",1,1615
"SCHX","674000","680000",1,252930
"SCHY","261801","268100",1,31083
"SCHZ","466300","478550",1,18435
"SCI","778400","794400",1,9249
"SCIO","205450","205500",100,100
"SCJ","777800","799900",1,1240
"SCKT","11400","11700",1,1600
"SCL","759900","797700",1,10901
"SCLX","8000","10300",1,58172
"SCLXW","2102","3300",1,4400
"SCLZ","536100","536100",1,1
"SCM","136850","138000",1,8752
"SCMB","522800","525800",1,50000
"SCNI","34700","41500",1,2001
"SCNX","68992","75000",1,1198
"SCO","193600","201600",1,21410
"SCOR","67900","74300",1,2600
"SCPH","43100","47700",1,22121
"SCPX","7000","7800",1,4088
"SCS","128000","135400",1,7100
"SCSC","473500","489010",1,34146
"SCUS","252000","258800",1,200000
"SCVL","427100","449050",1,42151
"SCWO","12200","13800",1,16707
"SCWX","72000","79400",1,2451
"SCYB","533350","570000",1,10962
"SCYX","14800","15500",1,7653
"SCZ","658000","684490",1,51864
"SD","114850","121000",1,56782
"SDA","95000","114400",1,5000
"SDAWW","1900","3000",2,6000
"SDCI","193800","196500",1,800
"SDCP","259600","261000",1,100
"SDD","152050","156900",1,199
"SDEM","261500","266190",1,2770
"SDFI","358900","359900",4,60000
"SDG","840200","857688",1,1800
"SDGR","184500","194400",1,59973
"SDHC","348800","387699",1,10000
"SDHY","163800","166299",1,7600
"SDIG","49800","53600",1,9000
"SDIV","230200","236000",1,14499
"SDOG","581500","591650",1,1875
"SDOT","3781","4400",1,17948
"SDOW","127700","133300",1,80000
"SDP","75600","77892",1,5500
"SDRL","385800","406000",1,28900
"SDS","205300","209100",1,45000
"SDSI","518600","519900",1,359
"SDST","91200","114200",1,6952
"SDSTW","5000","5000",59,159
"SDVD","218400","222100",1,7930
"SDVY","358800","368300",1,361298
"SDY","1396600","1426200",1,3627
"SE","931900","1001532",1,200500
"SEA","179100","182000",1,700
"SEAL-A","257401","258300",1,1000
"SEAL-B","261500","263000",1,600
